NDVI,county_name,date,geoid,year
0.3484768572830177,Marion,2019-01-01,17121,2019
0.33454594022316125,Bond,2019-01-01,17005,2019
0.30854948516430825,Jersey,2019-01-01,17083,2019
0.3495200918174452,St. Clair,2019-01-01,17163,2019
0.3720746897239294,Clinton,2019-01-01,17027,2019
0.35447207673982273,Calhoun,2019-01-01,17013,2019
0.3264627765394632,Madison,2019-01-01,17119,2019
0.33792686404360445,Monroe,2019-01-01,17133,2019
0.30965132526011424,Macoupin,2019-01-01,17117,2019
0.29331498157141955,Scott,2019-01-01,17171,2019
0.29170815604345773,Morgan,2019-01-01,17137,2019
0.2702394026351949,Logan,2019-01-01,17107,2019
0.2717943435266143,Menard,2019-01-01,17129,2019
0.2950407858892722,Sangamon,2019-01-01,17167,2019
0.29867817789904055,Christian,2019-01-01,17021,2019
0.4339890460810627,Massac,2019-01-01,17127,2019
0.29345541119555824,Fulton,2019-01-01,17057,2019
0.259440320152403,Stark,2019-01-01,17175,2019
0.267889978595345,Woodford,2019-01-01,17203,2019
0.2788485545318604,Tazewell,2019-01-01,17179,2019
0.2671597858674652,Marshall,2019-01-01,17123,2019
0.28491081177718863,Peoria,2019-01-01,17143,2019
0.3010097809489695,Adams,2019-01-01,17001,2019
0.24190710322640244,Stephenson,2019-01-01,17177,2019
0.26822664776790267,Ogle,2019-01-01,17141,2019
0.2757536958681817,Winnebago,2019-01-01,17201,2019
0.27662933427291914,Boone,2019-01-01,17007,2019
0.3486306384796611,Clay,2019-01-01,17025,2019
0.3407928608652437,Wabash,2019-01-01,17185,2019
0.3040066841906301,Brown,2019-01-01,17009,2019
0.3837629464879181,Pope,2019-01-01,17151,2019
0.34986552140014415,Crawford,2019-01-01,17033,2019
0.306312893273724,Montgomery,2019-01-01,17135,2019
0.4041957767592222,Franklin,2019-01-01,17055,2019
0.33115595759212335,Clark,2019-01-01,17023,2019
0.3523825758031743,Gallatin,2019-01-01,17059,2019
0.2694676278151939,Iroquois,2019-01-01,17075,2019
0.28730561859961035,Douglas,2019-01-01,17041,2019
0.373478024134307,Washington,2019-01-01,17189,2019
0.3655954229423147,Richland,2019-01-01,17159,2019
0.3488617334479401,Hamilton,2019-01-01,17065,2019
0.3704632039827307,White,2019-01-01,17193,2019
0.3041245705246624,Schuyler,2019-01-01,17169,2019
0.42929097972332764,Union,2019-01-01,17181,2019
0.2817506756537957,Jo Daviess,2019-01-01,17085,2019
0.2767522818185893,Mason,2019-01-01,17125,2019
0.3634539123908208,Wayne,2019-01-01,17191,2019
0.40902291989473427,Hardin,2019-01-01,17069,2019
0.3068970352437992,Greene,2019-01-01,17061,2019
0.3796782866504973,Randolph,2019-01-01,17157,2019
0.2930347881267148,Pike,2019-01-01,17149,2019
0.37434909266495603,Perry,2019-01-01,17145,2019
0.47006178788696096,Johnson,2019-01-01,17087,2019
0.3070612888427558,Shelby,2019-01-01,17173,2019
0.3305339152917543,Fayette,2019-01-01,17051,2019
0.28909585843565966,Moultrie,2019-01-01,17139,2019
0.2779485019339416,Cass,2019-01-01,17017,2019
0.26786437682003705,Carroll,2019-01-01,17015,2019
0.39699767836359856,Edwards,2019-01-01,17047,2019
0.3340380826515729,Jasper,2019-01-01,17079,2019
0.26435241555036193,Warren,2019-01-01,17187,2019
0.4181966434526473,Pulaski,2019-01-01,17153,2019
0.3605055792453724,Saline,2019-01-01,17165,2019
0.36424803089459895,Lawrence,2019-01-01,17101,2019
0.2838556850949301,Edgar,2019-01-01,17045,2019
0.27260588383931106,Henderson,2019-01-01,17071,2019
0.40576955318360586,Williamson,2019-01-01,17199,2019
0.36822994941371073,Jackson,2019-01-01,17077,2019
0.27731630306084454,Piatt,2019-01-01,17147,2019
0.2665781937007261,Ford,2019-01-01,17053,2019
0.27905071497184136,Champaign,2019-01-01,17019,2019
0.29259594045302817,Coles,2019-01-01,17029,2019
0.3294817388966533,Cumberland,2019-01-01,17035,2019
0.27069628688474734,Vermilion,2019-01-01,17183,2019
0.2816586451565615,Macon,2019-01-01,17115,2019
0.3423235476651837,Effingham,2019-01-01,17049,2019
0.2877466271054105,Hancock,2019-01-01,17067,2019
0.27287356625883863,Knox,2019-01-01,17095,2019
0.2733882350217028,McDonough,2019-01-01,17109,2019
0.38638255376256764,Jefferson,2019-01-01,17081,2019
0.2667133650998398,McLean,2019-01-01,17113,2019
0.2687596970084122,De Witt,2019-01-01,17039,2019
0.26832468026598205,Livingston,2019-01-01,17105,2019
0.37522337148358115,Alexander,2019-01-01,17003,2019
0.28568781610791044,Kendall,2019-01-01,17093,2019
0.2905285120495247,Cook,2019-01-01,17031,2019
0.26875953830188454,DeKalb,2019-01-01,17037,2019
0.2833126695668037,Kane,2019-01-01,17089,2019
0.2694078071726235,Grundy,2019-01-01,17063,2019
0.2850538418052295,McHenry,2019-01-01,17111,2019
0.2906904296375985,Will,2019-01-01,17197,2019
0.31097702813516187,DuPage,2019-01-01,17043,2019
0.30708673178046175,Lake,2019-01-01,17097,2019
0.2833096453827837,Kankakee,2019-01-01,17091,2019
0.2636478065918436,Bureau,2019-01-01,17011,2019
0.27167616441033293,Putnam,2019-01-01,17155,2019
0.2683784965380592,LaSalle,2019-01-01,17099,2019
0.26465207100449417,Mercer,2019-01-01,17131,2019
0.2771041078041936,Rock Island,2019-01-01,17161,2019
0.25806547406635516,Henry,2019-01-01,17073,2019
0.2649622677885657,Lee,2019-01-01,17103,2019
0.26731226755703874,Whiteside,2019-01-01,17195,2019
0.18359581068159297,Marion,2019-01-17,17121,2019
0.27057511904580095,Bond,2019-01-17,17005,2019
0.25372469309499845,Jersey,2019-01-17,17083,2019
0.28989519570008615,St. Clair,2019-01-17,17163,2019
0.28470829979292,Clinton,2019-01-17,17027,2019
0.23199139778309924,Calhoun,2019-01-17,17013,2019
0.2686883922614313,Madison,2019-01-17,17119,2019
0.2890379065836179,Monroe,2019-01-17,17133,2019
0.17074988810879993,Macoupin,2019-01-17,17117,2019
-0.01614323059065269,Scott,2019-01-17,17171,2019
-0.011421234448148616,Morgan,2019-01-17,17137,2019
-0.029989439774377076,Logan,2019-01-17,17107,2019
-0.0357699720156017,Menard,2019-01-17,17129,2019
0.016613187072291005,Sangamon,2019-01-17,17167,2019
0.13865149204525684,Christian,2019-01-17,17021,2019
0.4098786985130771,Massac,2019-01-17,17127,2019
-0.025529914057283956,Fulton,2019-01-17,17057,2019
-0.02331616585871412,Stark,2019-01-17,17175,2019
-0.032072039901291434,Woodford,2019-01-17,17203,2019
-0.02681690928911553,Tazewell,2019-01-17,17179,2019
-0.02774050097086464,Marshall,2019-01-17,17123,2019
-0.021705112661830468,Peoria,2019-01-17,17143,2019
-0.039298665738469074,Adams,2019-01-17,17001,2019
-0.008385794396308042,Stephenson,2019-01-17,17177,2019
-0.015007842220740758,Ogle,2019-01-17,17141,2019
-0.008043233806205776,Winnebago,2019-01-17,17201,2019
0.0022394231454336043,Boone,2019-01-17,17007,2019
0.1959107176534357,Clay,2019-01-17,17025,2019
0.3092317215935054,Wabash,2019-01-17,17185,2019
-0.036991857510835266,Brown,2019-01-17,17009,2019
0.3777891575615855,Pope,2019-01-17,17151,2019
0.29456518238794727,Crawford,2019-01-17,17033,2019
0.18565252338931518,Montgomery,2019-01-17,17135,2019
0.33585190846286683,Franklin,2019-01-17,17055,2019
0.23518026914227286,Clark,2019-01-17,17023,2019
0.3342593835192744,Gallatin,2019-01-17,17059,2019
-0.014283809823396587,Iroquois,2019-01-17,17075,2019
0.14504653318778657,Douglas,2019-01-17,17041,2019
0.2352686770437638,Washington,2019-01-17,17189,2019
0.2891683500095355,Richland,2019-01-17,17159,2019
0.2761240682830166,Hamilton,2019-01-17,17065,2019
0.3271145582183744,White,2019-01-17,17193,2019
-0.031023715777480344,Schuyler,2019-01-17,17169,2019
0.3880660163769286,Union,2019-01-17,17181,2019
-0.007670856430976511,Jo Daviess,2019-01-17,17085,2019
-0.03369059363589956,Mason,2019-01-17,17125,2019
0.27484178137821885,Wayne,2019-01-17,17191,2019
0.3834045656655985,Hardin,2019-01-17,17069,2019
0.08394744268790691,Greene,2019-01-17,17061,2019
0.29185607707924244,Randolph,2019-01-17,17157,2019
-0.014068954184911869,Pike,2019-01-17,17149,2019
0.30580795257838883,Perry,2019-01-17,17145,2019
0.41707496225161567,Johnson,2019-01-17,17087,2019
0.21940025315034495,Shelby,2019-01-17,17173,2019
0.2492712390022508,Fayette,2019-01-17,17051,2019
0.15715086383895377,Moultrie,2019-01-17,17139,2019
-0.03785711076063802,Cass,2019-01-17,17017,2019
-0.013440708103348806,Carroll,2019-01-17,17015,2019
0.35186180498980474,Edwards,2019-01-17,17047,2019
0.21946244176815338,Jasper,2019-01-17,17079,2019
-0.030073758377682874,Warren,2019-01-17,17187,2019
0.3782239718753116,Pulaski,2019-01-17,17153,2019
0.3321944414805381,Saline,2019-01-17,17165,2019
0.31883478410529714,Lawrence,2019-01-17,17101,2019
0.21171228486378837,Edgar,2019-01-17,17045,2019
-0.030869129495001407,Henderson,2019-01-17,17071,2019
0.35707307718062387,Williamson,2019-01-17,17199,2019
0.30999135943226364,Jackson,2019-01-17,17077,2019
-0.004550201817074838,Piatt,2019-01-17,17147,2019
-0.022774270455861476,Ford,2019-01-17,17053,2019
0.016837873500796255,Champaign,2019-01-17,17019,2019
0.23043816898760047,Coles,2019-01-17,17029,2019
0.2411418700981163,Cumberland,2019-01-17,17035,2019
0.05740118885076066,Vermilion,2019-01-17,17183,2019
-0.005762509872593812,Macon,2019-01-17,17115,2019
0.22449069518010778,Effingham,2019-01-17,17049,2019
-0.04242980733388283,Hancock,2019-01-17,17067,2019
-0.022182492774955025,Knox,2019-01-17,17095,2019
-0.03654716019481554,McDonough,2019-01-17,17109,2019
0.3125273821608981,Jefferson,2019-01-17,17081,2019
-0.02997360345231944,McLean,2019-01-17,17113,2019
-0.022871120850497192,De Witt,2019-01-17,17039,2019
-0.030584229234114663,Livingston,2019-01-17,17105,2019
0.3336009284415445,Alexander,2019-01-17,17003,2019
-0.003148468938710349,Kendall,2019-01-17,17093,2019
0.011559027194340038,Cook,2019-01-17,17031,2019
-0.010104976093762682,DeKalb,2019-01-17,17037,2019
-0.00587124945829522,Kane,2019-01-17,17089,2019
-0.009811618098674623,Grundy,2019-01-17,17063,2019
-0.0015493188426037624,McHenry,2019-01-17,17111,2019
0.009450834756493878,Will,2019-01-17,17197,2019
0.002645279230877987,DuPage,2019-01-17,17043,2019
0.005198965779311478,Lake,2019-01-17,17097,2019
0.002247760934977758,Kankakee,2019-01-17,17091,2019
-0.01937868463336637,Bureau,2019-01-17,17011,2019
-0.01709908830952861,Putnam,2019-01-17,17155,2019
-0.01867525765382415,LaSalle,2019-01-17,17099,2019
-0.019590513857595037,Mercer,2019-01-17,17131,2019
-0.012657126293558798,Rock Island,2019-01-17,17161,2019
-0.02202886912302215,Henry,2019-01-17,17073,2019
-0.01798480014103216,Lee,2019-01-17,17103,2019
-0.015193828803166878,Whiteside,2019-01-17,17195,2019
0.3034662117847293,Marion,2019-02-02,17121,2019
0.27885407564247444,Bond,2019-02-02,17005,2019
0.280750925811308,Jersey,2019-02-02,17083,2019
0.31240568725920886,St. Clair,2019-02-02,17163,2019
0.3056992983380723,Clinton,2019-02-02,17027,2019
0.3146397740758921,Calhoun,2019-02-02,17013,2019
0.2768723980734421,Madison,2019-02-02,17119,2019
0.3062044596218582,Monroe,2019-02-02,17133,2019
0.26065842722593374,Macoupin,2019-02-02,17117,2019
0.24950406833446104,Scott,2019-02-02,17171,2019
0.24108240676007694,Morgan,2019-02-02,17137,2019
0.20986995402700395,Logan,2019-02-02,17107,2019
0.2230433406853258,Menard,2019-02-02,17129,2019
0.24050577108276316,Sangamon,2019-02-02,17167,2019
0.23711347357518817,Christian,2019-02-02,17021,2019
0.40375986015918625,Massac,2019-02-02,17127,2019
0.18588065866885445,Fulton,2019-02-02,17057,2019
0.1685316066449006,Stark,2019-02-02,17175,2019
0.21312354049530763,Woodford,2019-02-02,17203,2019
0.20627737968773266,Tazewell,2019-02-02,17179,2019
0.21641173718496753,Marshall,2019-02-02,17123,2019
0.21358361564588066,Peoria,2019-02-02,17143,2019
0.25721900864335995,Adams,2019-02-02,17001,2019
-0.013134628781288125,Stephenson,2019-02-02,17177,2019
-0.015280490078098936,Ogle,2019-02-02,17141,2019
-0.012586046839702828,Winnebago,2019-02-02,17201,2019
-0.02350106911821888,Boone,2019-02-02,17007,2019
0.28756658254023953,Clay,2019-02-02,17025,2019
0.3110301387986166,Wabash,2019-02-02,17185,2019
0.21515839552470797,Brown,2019-02-02,17009,2019
0.3722631422073135,Pope,2019-02-02,17151,2019
0.30019456585017035,Crawford,2019-02-02,17033,2019
0.24922037579085873,Montgomery,2019-02-02,17135,2019
0.34940662072207523,Franklin,2019-02-02,17055,2019
0.27511388751005517,Clark,2019-02-02,17023,2019
0.33187413982154057,Gallatin,2019-02-02,17059,2019
0.19714570342377066,Iroquois,2019-02-02,17075,2019
0.22936114924901227,Douglas,2019-02-02,17041,2019
0.31869081210321804,Washington,2019-02-02,17189,2019
0.320324416156859,Richland,2019-02-02,17159,2019
0.3126809912366472,Hamilton,2019-02-02,17065,2019
0.3343198658325861,White,2019-02-02,17193,2019
0.1981705504334542,Schuyler,2019-02-02,17169,2019
0.40523498133691976,Union,2019-02-02,17181,2019
0.012937506923752909,Jo Daviess,2019-02-02,17085,2019
0.2150830365508884,Mason,2019-02-02,17125,2019
0.32100533436081063,Wayne,2019-02-02,17191,2019
0.3710800368188513,Hardin,2019-02-02,17069,2019
0.2723961081358982,Greene,2019-02-02,17061,2019
0.33994512206048294,Randolph,2019-02-02,17157,2019
0.23891570044660704,Pike,2019-02-02,17149,2019
0.3159195763136882,Perry,2019-02-02,17145,2019
0.4534641739435273,Johnson,2019-02-02,17087,2019
0.2402418281488942,Shelby,2019-02-02,17173,2019
0.26830889733057933,Fayette,2019-02-02,17051,2019
0.23874056856682965,Moultrie,2019-02-02,17139,2019
0.20635696656641922,Cass,2019-02-02,17017,2019
-0.019214784939930344,Carroll,2019-02-02,17015,2019
0.3531351653880414,Edwards,2019-02-02,17047,2019
0.2779341045155055,Jasper,2019-02-02,17079,2019
0.19225852192322324,Warren,2019-02-02,17187,2019
0.412799178757779,Pulaski,2019-02-02,17153,2019
0.33722128140830615,Saline,2019-02-02,17165,2019
0.32389418597017683,Lawrence,2019-02-02,17101,2019
0.23725678382527726,Edgar,2019-02-02,17045,2019
0.21215620290370735,Henderson,2019-02-02,17071,2019
0.360886032465414,Williamson,2019-02-02,17199,2019
0.31810962422074857,Jackson,2019-02-02,17077,2019
0.2199753166844144,Piatt,2019-02-02,17147,2019
0.18664758321081357,Ford,2019-02-02,17053,2019
0.20673609444953936,Champaign,2019-02-02,17019,2019
0.24969367145290322,Coles,2019-02-02,17029,2019
0.2715045540566574,Cumberland,2019-02-02,17035,2019
0.23437246922424051,Vermilion,2019-02-02,17183,2019
0.23767075748515118,Macon,2019-02-02,17115,2019
0.2753241443453735,Effingham,2019-02-02,17049,2019
0.21385242379960429,Hancock,2019-02-02,17067,2019
0.16861362994230947,Knox,2019-02-02,17095,2019
0.19379388618840085,McDonough,2019-02-02,17109,2019
0.3320571482887417,Jefferson,2019-02-02,17081,2019
0.20305498899489025,McLean,2019-02-02,17113,2019
0.1879836552048723,De Witt,2019-02-02,17039,2019
0.20625190136568408,Livingston,2019-02-02,17105,2019
0.36142586206896554,Alexander,2019-02-02,17003,2019
0.217307293517337,Kendall,2019-02-02,17093,2019
0.19930577266922095,Cook,2019-02-02,17031,2019
0.015260597148386892,DeKalb,2019-02-02,17037,2019
0.07428286396287755,Kane,2019-02-02,17089,2019
0.19940338209730576,Grundy,2019-02-02,17063,2019
-0.00938213864151748,McHenry,2019-02-02,17111,2019
0.2122204669351544,Will,2019-02-02,17197,2019
0.18954926163904862,DuPage,2019-02-02,17043,2019
0.043737954108945286,Lake,2019-02-02,17097,2019
0.21320030839061152,Kankakee,2019-02-02,17091,2019
0.1361139613273139,Bureau,2019-02-02,17011,2019
0.1986790353127498,Putnam,2019-02-02,17155,2019
0.17337261613529736,LaSalle,2019-02-02,17099,2019
0.08710900095921048,Mercer,2019-02-02,17131,2019
0.02098259514974254,Rock Island,2019-02-02,17161,2019
0.08895602659504549,Henry,2019-02-02,17073,2019
0.04987275100106269,Lee,2019-02-02,17103,2019
0.0064928235430273,Whiteside,2019-02-02,17195,2019
0.3290988391562726,Marion,2019-02-18,17121,2019
0.32155808104073963,Bond,2019-02-18,17005,2019
0.3001890684585253,Jersey,2019-02-18,17083,2019
0.3418274275092935,St. Clair,2019-02-18,17163,2019
0.3508996016932964,Clinton,2019-02-18,17027,2019
0.32438177725722167,Calhoun,2019-02-18,17013,2019
0.3138190012867443,Madison,2019-02-18,17119,2019
0.3228303665162461,Monroe,2019-02-18,17133,2019
0.3026698236863284,Macoupin,2019-02-18,17117,2019
0.2891879377392076,Scott,2019-02-18,17171,2019
0.28475057940213033,Morgan,2019-02-18,17137,2019
0.2588244950373196,Logan,2019-02-18,17107,2019
0.2682560131769394,Menard,2019-02-18,17129,2019
0.2898617737404058,Sangamon,2019-02-18,17167,2019
0.2961919809245373,Christian,2019-02-18,17021,2019
0.42682970562048334,Massac,2019-02-18,17127,2019
0.24909046757093048,Fulton,2019-02-18,17057,2019
0.20071948238191947,Stark,2019-02-18,17175,2019
0.24318555538843203,Woodford,2019-02-18,17203,2019
0.24628479239621776,Tazewell,2019-02-18,17179,2019
0.22770397786599214,Marshall,2019-02-18,17123,2019
0.21992094304123289,Peoria,2019-02-18,17143,2019
0.2847440827559772,Adams,2019-02-18,17001,2019
-0.030397167185250783,Stephenson,2019-02-18,17177,2019
-0.007287529467732881,Ogle,2019-02-18,17141,2019
-0.017062654146249013,Winnebago,2019-02-18,17201,2019
-0.01898671922229501,Boone,2019-02-18,17007,2019
0.3255379822580179,Clay,2019-02-18,17025,2019
0.3160348382019325,Wabash,2019-02-18,17185,2019
0.28088604153750224,Brown,2019-02-18,17009,2019
0.3706357760004281,Pope,2019-02-18,17151,2019
0.23973997811946596,Crawford,2019-02-18,17033,2019
0.29929355449126477,Montgomery,2019-02-18,17135,2019
0.3681326521822676,Franklin,2019-02-18,17055,2019
0.28751423390422287,Clark,2019-02-18,17023,2019
0.3084739589206605,Gallatin,2019-02-18,17059,2019
0.2562333904443034,Iroquois,2019-02-18,17075,2019
0.26513443078527116,Douglas,2019-02-18,17041,2019
0.34426410399836177,Washington,2019-02-18,17189,2019
0.32533280384226315,Richland,2019-02-18,17159,2019
0.31527005368643796,Hamilton,2019-02-18,17065,2019
0.33492254503799085,White,2019-02-18,17193,2019
0.2754600852474597,Schuyler,2019-02-18,17169,2019
0.40461178746503723,Union,2019-02-18,17181,2019
-0.02793197439478612,Jo Daviess,2019-02-18,17085,2019
0.26587810468031925,Mason,2019-02-18,17125,2019
0.3293657024738607,Wayne,2019-02-18,17191,2019
0.3666400437581732,Hardin,2019-02-18,17069,2019
0.30049535755871365,Greene,2019-02-18,17061,2019
0.35392424606032424,Randolph,2019-02-18,17157,2019
0.2870340124367703,Pike,2019-02-18,17149,2019
0.3376696572944088,Perry,2019-02-18,17145,2019
0.44666919657084575,Johnson,2019-02-18,17087,2019
0.28869869326952025,Shelby,2019-02-18,17173,2019
0.31234913962977545,Fayette,2019-02-18,17051,2019
0.271508170450438,Moultrie,2019-02-18,17139,2019
0.2716101951529281,Cass,2019-02-18,17017,2019
-0.010632281625821114,Carroll,2019-02-18,17015,2019
0.3547259437805649,Edwards,2019-02-18,17047,2019
0.30765936626870066,Jasper,2019-02-18,17079,2019
0.17454000126739003,Warren,2019-02-18,17187,2019
0.4068944419136373,Pulaski,2019-02-18,17153,2019
0.33205332363567425,Saline,2019-02-18,17165,2019
0.3319403984013249,Lawrence,2019-02-18,17101,2019
0.2539661282280348,Edgar,2019-02-18,17045,2019
0.18002935071036882,Henderson,2019-02-18,17071,2019
0.383336821361797,Williamson,2019-02-18,17199,2019
0.3361790014743968,Jackson,2019-02-18,17077,2019
0.2734541984035666,Piatt,2019-02-18,17147,2019
0.25010127911989166,Ford,2019-02-18,17053,2019
0.2634448375621289,Champaign,2019-02-18,17019,2019
0.2692401308572404,Coles,2019-02-18,17029,2019
0.3038128056779211,Cumberland,2019-02-18,17035,2019
0.2584332715746427,Vermilion,2019-02-18,17183,2019
0.2786497596011322,Macon,2019-02-18,17115,2019
0.3190999963668791,Effingham,2019-02-18,17049,2019
0.2522464913324295,Hancock,2019-02-18,17067,2019
0.17391776076213394,Knox,2019-02-18,17095,2019
0.21577282141758625,McDonough,2019-02-18,17109,2019
0.3447137228031582,Jefferson,2019-02-18,17081,2019
0.2534326421414683,McLean,2019-02-18,17113,2019
0.2665760487634401,De Witt,2019-02-18,17039,2019
0.214302436460541,Livingston,2019-02-18,17105,2019
0.36432011494252875,Alexander,2019-02-18,17003,2019
0.19601940790908012,Kendall,2019-02-18,17093,2019
0.15248877394636012,Cook,2019-02-18,17031,2019
0.014868921987010933,DeKalb,2019-02-18,17037,2019
